% Column 0: Length, m
% Column 1: |B|, Tesla
0.00000000e+000	1.08290495e+000	
9.07271514e-005	7.95691308e-001	
1.81454303e-004	6.80249965e-001	
2.72181454e-004	6.18174274e-001	
3.62908606e-004	5.76028567e-001	
4.53635757e-004	5.41626487e-001	
5.44362909e-004	5.09907049e-001	
6.35090060e-004	4.86604637e-001	
7.25817211e-004	4.68599306e-001	
8.16544363e-004	4.54151565e-001	
9.07271514e-004	4.42209900e-001	
9.97998666e-004	4.31628482e-001	
1.08872582e-003	4.22509522e-001	
1.17945297e-003	4.15464634e-001	
1.27018012e-003	4.10169387e-001	
1.36090727e-003	4.06128170e-001	
1.45163442e-003	4.03378676e-001	
1.54236157e-003	4.02297512e-001	
1.63308873e-003	4.02949171e-001	
1.72381588e-003	4.04835390e-001	
1.81454303e-003	4.07939047e-001	
1.90527018e-003	4.12754898e-001	
1.99599733e-003	4.19884750e-001	
2.08672448e-003	4.28600967e-001	
2.17745163e-003	4.38809027e-001	
2.26817879e-003	4.52933102e-001	
2.35890594e-003	4.74441742e-001	
2.44963309e-003	4.98462776e-001	
2.54036024e-003	5.24651231e-001	
2.63108739e-003	5.57834892e-001	
2.72181454e-003	6.07998843e-001	
2.81254169e-003	6.68648915e-001	
2.90326885e-003	8.03552408e-001	
2.99399600e-003	1.11358097e+000	
3.08472315e-003	7.16027785e-001	
3.17545030e-003	5.66834494e-001	
3.26617745e-003	4.92582699e-001	
3.35690460e-003	4.44286417e-001	
3.44763175e-003	3.95995757e-001	
3.53835891e-003	3.58444210e-001	
3.62908606e-003	3.36219059e-001	
3.71981321e-003	3.12816136e-001	
3.81054036e-003	2.89479478e-001	
3.90126751e-003	2.73284222e-001	
3.99199466e-003	2.62910080e-001	
4.08272181e-003	2.52621592e-001	
4.17344897e-003	2.41774877e-001	
4.26417612e-003	2.27465406e-001	
4.35490327e-003	2.13165516e-001	
4.44563042e-003	2.03336348e-001	
4.53635757e-003	1.96412560e-001	
4.62708472e-003	1.89536213e-001	
4.71781187e-003	1.82712662e-001	
4.80853903e-003	1.75948051e-001	
4.89926618e-003	1.69249446e-001	
4.98999333e-003	1.62625005e-001	
5.08072048e-003	1.56489518e-001	
5.17144763e-003	1.51025415e-001	
5.26217478e-003	1.45568337e-001	
5.35290193e-003	1.40119103e-001	
5.44362909e-003	1.34678667e-001	
5.53435624e-003	1.29248138e-001	
5.62508339e-003	1.25593771e-001	
5.71581054e-003	1.22619230e-001	
5.80653769e-003	1.19647476e-001	
